"V1","V2"
22.186506,69.718414
11.434352,62.948145
10.020667,62.72587
11.808312,64.395888
11.46494,63.113401
11.779042,60.787757
7.432458,62.203962
9.951113,62.029913
10.430838,62.616503
9.301225,60.744865
10.695216,62.966627
12.179044,64.976412
7.535229,61.32295
12.393967,64.785535
12.023999,62.431571
10.941348,63.25402
11.445253,64.317236
10.077118,62.711015
11.343305,64.876194
7.287251,62.033969
13.371973,65.183656
10.755681,59.9332
21.239853,69.878428
10.020576,62.725597
12.007728,60.798463
9.285145,62.65342
11.115376,63.068595
12.057016,64.412542
12.009548,62.641635
6.029479,59.616184
16.032198,67.822095
7.647444,62.664189
12.753321,65.021571
9.34545,63.016503
-134.280982,59.920416
-134.386859,59.626982
11.478805,64.28291
11.448061,62.442622
11.130841,60.885112
5.127795,60.592507
11.827359,64.766433
9.64681,63.033901
12.030482,61.886512
12.263161,65.000133
13.315696,65.078118
10.151802,62.707835
11.026558,61.18746
12.378034,64.638041
11.078724,63.094354
12.226132,64.94706
10.1275,62.812933
10.020525,62.725667
10.020415,62.725735
11.037286,61.552823
12.020878,60.908535
9.772475,62.165041
10.121033,62.70416
11.769063,61.805823
11.55003,61.802468
7.35517,62.497014
8.855374,63.263837
7.432696,62.204126
10.021191,62.725781
9.329083,62.128434
11.371424,61.390109
10.020895,62.72568
10.020659,62.725681
12.021607,60.9029
10.12753,62.708553
12.061513,62.009198
10.020551,62.72574
10.191734,62.67833
11.100151,63.085438
16.114857,67.809208
17.240718,68.629302
11.868639,64.79945
10.02089,62.725707
12.288805,64.999209
9.306748,59.857442
13.736016,66.151277
9.203492,62.701227
10.120956,62.70399
10.052017,62.814053
9.857845,61.788467
11.434113,64.334175
10.020748,62.725738
9.076723,63.297739
12.668244,65.018562
11.551257,64.268559
12.073141,61.757414
10.020619,62.725572
11.526216,64.31432
11.850742,64.21419
11.13051,61.433243
15.282874,66.993756
7.176988,62.160012
9.168355,62.596772
10.912722,63.009857
10.148137,62.712686
12.529344,64.898868
12.126425,61.148768
11.559938,64.291227
11.927724,60.755827
11.792229,62.15771
11.238193,61.108672
10.95438,63.215899
7.576264,61.259439
10.684642,61.769769
11.809675,64.498397
7.432823,62.204278
12.232044,64.996002
10.122554,62.720891
10.147963,62.709136
10.147669,62.708901
8.121867,61.650587
7.065934,62.275842
10.143635,62.714627
11.106445,63.098697
8.144491,62.444214
11.125501,61.072186
17.188784,68.622977
8.488018,61.815382
11.24778,63.296827
12.071577,60.898481
14.980142,67.199005
12.336429,64.595561
15.236091,66.421395
11.169117,61.757591
11.007787,59.942652
10.14787,62.708989
11.596461,60.638789
8.140376,62.447301
12.36826,65.084182
22.035251,69.741332
7.433201,62.203835
12.677743,65.151989
10.147558,62.709221
10.14473,62.708547
11.81626,64.972738
14.879587,67.159025
10.830232,62.919539
10.146947,62.772637
10.147626,62.709043
14.882411,67.162032
12.150205,64.983714
22.143649,68.70384
6.427169,59.786788
11.154387,61.791651
15.217743,66.460219
11.449492,64.34314
10.375332,62.588716
9.791576,62.260805
14.87443,66.284046
10.096958,62.708337
9.968992,62.001618
12.244672,64.96815
11.368215,62.332719
22.114699,69.726705
11.511949,64.333838
10.174775,62.766941
8.13518,62.315326
11.624843,64.767342
11.171354,61.675323
12.601227,61.289203
21.056974,69.767761
17.077077,68.638505
8.003645,59.739905
11.907437,62.873508
11.46859,60.932407
23.116504,68.713345
18.500866,69.045547
9.647819,63.037575
10.149245,62.708011
11.955808,61.860557
10.148309,62.708464
9.708151,62.237618
12.257339,65.018398
11.205184,60.978021
21.059069,69.7655
9.948008,61.992357
11.790569,64.152349
9.908673,62.008513
10.948474,60.898205
18.500692,69.04551
11.498216,64.408119
8.127036,62.363737
22.539245,68.825859
10.149932,62.708718
22.264414,68.922448
13.181143,64.662498
10.148668,62.708782
10.456585,62.224536
11.224892,62.387983
11.083881,61.5107
11.987003,60.776623
12.104291,60.873719
10.149442,62.709079
10.927204,62.23003
12.088985,60.891833
12.056102,60.918483
9.797684,62.783474
9.724763,62.226141
12.153383,61.552362
11.882415,60.79686
12.090174,60.893754
11.94798,60.728589
12.189896,60.878298
11.866155,60.797314
11.101662,61.788224
11.833163,60.828994
10.120599,62.819565
11.975823,60.782364
10.148642,62.708341
11.208613,61.68865
10.179103,62.760164
13.934494,66.382163
11.538646,61.533693
11.804774,60.835896
11.089526,61.588403
9.343506,62.536385
10.074139,62.733095
11.161777,61.917104
10.146033,62.708484
11.942848,60.786794
9.948857,62.071187
12.190182,60.726114
12.143639,61.599545
12.130267,60.778722
11.173081,61.446459
7.118237,62.189331
22.776305,68.851692
6.990263,59.462874
11.905122,64.202743
11.829506,60.83358
9.865478,59.825932
12.099619,60.873618
-150.856,59.8619999991815
10.310423,62.766478
12.337954,61.484182
12.090157,60.893943
12.144519,61.547817
11.814407,60.792639
12.156221,60.748312
10.073494,62.831836
11.813711,60.84487
9.879078,62.727996
10.990018,61.063229
9.879215,62.727828
11.091119,61.778354
6.550914,61.74314
11.261531,62.377315
11.25389,61.023036
11.943175,60.786833
18.278209,68.785051
12.059642,60.902308
12.008058,60.80049
12.080709,60.830417
11.483185,62.707026
11.899358,60.784419
7.116353,62.230629
12.170438,60.804937
15.81624,68.05386
11.193648,60.978194
12.036764,60.672119
11.831028,60.877501
8.71791,62.632859
10.489595,61.533589
12.068098,64.393917
11.072399,61.732941
12.142864,60.865237
12.160982,60.750384
11.789554,60.765188
11.896943,60.760582
12.404515,64.64642
9.879213,62.727828
12.097874,60.883086
11.19724,61.033577
11.217272,61.094339
10.895403,61.575561
11.892491,60.872296
10.148709,62.708532
11.780206,60.834717
11.805812,60.832327
10.969202,61.473908
9.966663,62.078818
11.548138,61.533485
11.871546,60.852438
9.667306,62.908117
9.439213,63.247055
10.497618,61.768305
11.9371,60.830857
12.026538,60.775277
11.800717,60.865767
12.049528,64.489324
12.131206,61.2172
12.095888,64.46248
10.498873,61.762719
11.877518,60.777874
11.23711,61.417164
12.079283,60.816186
8.48775,62.99894
11.871436,62.400694
12.062082,64.403871
12.088808,60.893159
12.376531,64.906614
11.178529,61.385842
10.878746,61.67855
12.025619,60.757934
11.073151,61.172766
12.3078,61.482032
10.674868,61.764846
11.447441,61.306159
-120.840383,48.383098
18.960316,69.039581
23.928358,69.750748
12.105066,60.840207
11.103519,61.170874
11.067116,61.173453
9.764541,62.275618
14.011913,66.439099
8.988118,61.71428
11.829034,60.836084
11.796939,60.834353
-120.840572,48.383403
13.616565,65.498092
11.957936,64.270443
10.049275,62.833388
9.805304,62.829101
11.318244,61.015444
11.948527,63.508728
11.187251,62.424396
9.721854,62.254301
11.84092,60.816975
11.375783,60.996328
11.795773,60.830929
10.074647,62.82003
11.314102,62.505886
11.863934,60.854183
11.164911,61.161393
7.265932,59.795216
-120.840467,48.383292
12.085577,60.823153
12.115938,60.831033
11.219155,61.144681
9.537538,62.893167
12.305757,64.653048
18.189556,68.798261
11.078176,61.188895
10.503922,61.752907
18.380386,68.587813
12.390563,64.831411
12.318046,61.384444
9.797101,62.870958
10.188248,61.799117
11.403368,61.302298
10.142613,62.708078
11.128883,61.160835
9.928526,62.066209
12.139294,64.953656
12.251212,61.381241
23.029802,69.009665
9.650879,62.92836
12.10459,60.825258
12.117796,61.02837
11.747299,60.81127
11.576175,60.88396
8.416931,62.255605
11.683047,62.999074
7.129064,60.276346
11.195082,61.140495
23.024433,69.010238
10.104447,62.814074
7.833817,61.966242
11.155012,61.130092
10.089679,62.827637
12.293851,60.806322
10.23974,61.756015
22.156837,69.075878
11.100152,63.085429
10.109425,62.820076
9.95012,62.785966
11.864242,60.854047
12.061708,64.403657
11.074165,61.555468
10.133962,62.812491
11.706872,63.087904
7.322912,59.18552
11.066527,61.494432
11.544777,63.064451
10.285986,62.780614
11.165152,62.427249
15.241763,66.980251
12.090182,60.893665
12.365336,64.951185
13.990997,64.240121
13.636387,64.269186
11.541476,61.208432
8.489061,61.886101
11.273336,63.299331
11.530126,62.380272
8.418155,62.255573
13.904851,66.514316
11.177356,62.424906
12.360598,64.908865
11.697437,63.041863
12.081338,60.814226
11.632003,64.268503
12.089916,60.893749
11.059607,61.025422
11.26839,61.101619
11.79773,60.879048
11.169902,63.496773
9.159468,61.677724
17.258155,68.550459
14.130649,66.414747
11.852918,61.202668
11.098638,61.101669
13.582213,65.390947
17.067992,68.594434
11.094482,61.170667
12.103517,60.873514
11.049262,61.061106
12.060776,64.404136
12.056904,60.922589
9.256677,62.500265
22.705805,68.750458
12.173528,64.978465
11.344749,62.825191
8.373368,60.576382
12.089497,60.893695
9.741084,62.264643
23.304414,68.755061
11.227995,63.383215
13.731053,65.026062
11.154317,60.927211
11.936818,62.427929
22.595697,68.741246
12.17871,64.976488
12.186038,61.140196
12.013125,60.688876
12.322233,61.493573
10.906468,61.176681
11.033753,61.759043
11.9897,60.785668
12.459016,61.102893
7.119044,62.18935
7.191997,59.849279
10.077636,62.797837
22.705719,68.750433
7.256595,62.066846
12.457914,61.106375
11.833023,62.427898
12.686013,65.019323
22.59583,68.741251
8.101138,61.009756
11.975674,60.815459
12.090007,60.893562
6.869833,59.799511
8.711824,62.729926
11.232041,60.924382
9.967269,62.8141
8.487758,62.998947
11.91821,60.886329
10.72059,62.89525
12.483886,64.688941
11.235277,61.104378
12.502565,64.893599
10.970391,63.409439
12.059013,64.686754
23.377227,70.112645
12.023319,60.877475
12.366494,64.959763
7.08033,62.213935
9.788646,62.222875
-120.839878,48.381966
22.595673,68.741234
12.024047,62.417442
11.988194,60.785068
10.50916,61.743164
8.727323,60.593078
8.417081,62.254567
11.15642,62.434343
11.141767,63.166115
9.684443,62.295756
14.995654,67.19026
12.09133,64.739821
9.775434,62.819138
9.813921,62.824201
12.103324,60.873608
17.114535,68.555738
12.67034,65.017418
9.208273,62.704432
9.143498,62.689635
9.80619,62.214699
11.058293,61.197742
22.705591,68.750394
12.400125,64.610228
17.309595,68.617911
7.564893,62.074141
10.396755,63.433402
11.14175,63.166096
12.141018,61.595588
11.129214,61.160661
22.840916,68.822406
7.07297,62.277123
12.081043,60.869991
7.080885,62.195546
15.161326,67.0838
11.254093,61.151032
11.334471,61.141418
11.092418,63.081861
15.234844,66.97961
11.257658,61.134039
7.066107,62.277361
11.542863,61.210893
10.691712,62.963745
10.834318,62.267583
11.141769,63.166106
12.056428,60.919155
7.745201,59.353688
14.918016,67.16802
12.563902,61.414832
11.433517,62.35941
16.020911,67.935915
11.167586,63.104813
8.141565,62.232651
11.84799,64.219848
21.586648,69.883937
6.76499,58.69006
9.943219,59.978067
12.714732,64.118885
14.036957,66.407091
11.957007,60.791224
12.102718,60.873784
13.114052,64.645074
12.386049,64.783609
10.955549,63.29434
8.905424,62.908627
10.979651,63.523481
12.089796,60.893656
11.169622,62.731587
10.407831,63.405152
18.249566,68.767872
10.711125,62.87017
7.213926,62.146621
8.316081,62.198541
11.315005,63.133718
11.092163,63.081745
11.324909,61.170947
12.463449,61.102654
22.56155,68.761134
11.943954,62.968158
12.070352,60.873846
8.877209,60.873953
23.034121,69.012038
7.136677,62.236184
26.769051,70.358007
26.420477,70.452904
9.919624,62.760072
11.853544,64.231917
11.376672,61.032376
9.727234,62.238796
11.310396,63.137766
12.506714,61.412311
13.941467,66.709448
11.733565,61.197025
11.992274,60.760987
11.858477,60.809983
11.699088,63.045085
10.147622,62.708827
10.878458,63.058471
11.433328,62.35937
18.924059,68.994457
12.05758,60.921462
11.406157,63.375609
9.141904,62.628717
12.054873,61.796466
10.692485,63.355193
16.120484,67.810027
7.166516,62.166889
10.470308,61.408123
10.704511,62.873742
15.24593,66.960166
11.938284,62.431259
11.110722,61.172244
9.767599,62.217069
12.058182,64.410883
12.059544,61.231322
9.768049,62.216746
11.962542,60.776133
17.659806,68.563035
12.072986,60.872852
11.307678,61.152568
7.212162,62.246305
9.727438,62.238402
6.890057,62.05226
12.098431,60.882433
11.679038,62.837809
7.054761,62.049092
10.872026,63.10801
23.203598,68.837749
11.263596,63.299311
12.371463,61.521549
9.614958,63.02055
9.75499,62.789127
6.786916,62.077131
7.085342,62.141028
12.184552,64.246971
12.055865,60.918855
11.425721,62.828445
11.258455,62.353332
11.870654,64.227436
18.958192,68.651756
18.186625,68.747193
10.143958,62.707219
9.751268,62.792402
12.069554,60.874107
9.758871,62.83111
10.701277,63.335771
10.14781,62.708402
11.989973,60.785297
12.069343,60.874202
-120.221632,39.14665
21.178302,69.734991
9.470922,62.405112
9.21304,62.586401
12.089998,60.893661
8.085267,63.109639
8.148212,62.44639
8.045463,61.15062
10.147646,62.708684
22.057705,69.307961
21.84658,69.778388
14.979965,67.194566
10.137465,62.783579
21.118273,69.804081
18.31147,68.798144
22.064517,69.307541
11.141798,63.166035
21.974217,69.636456
15.342304,66.980431
23.034173,69.012027
11.319712,62.381872
9.707033,62.244639
8.367506,62.178444
12.146023,64.981964
8.150688,62.445268
23.302352,69.808422
7.168846,62.132775
12.102358,60.873489
7.028232,59.788229
12.098801,60.88263
9.27856,62.659922
11.034799,63.225819
8.156347,62.448584
8.957063,61.698772
15.690102,67.403636
22.244991,68.946567
11.216588,61.094289
18.296865,68.617009
10.149251,62.708452
10.833083,62.637643
16.818616,68.24991
21.904328,69.766566
7.44534,62.435481
12.10407,60.873714
12.08537,60.953826
12.090164,60.893664
21.800003,69.86068
11.992643,60.787207
12.089803,60.893369
16.107282,67.824005
12.447711,64.001005
7.607163,62.681209
10.668578,62.964514
10.952153,63.02772
7.359283,59.767631
11.369813,62.154245
12.090156,60.893754
8.299807,62.874425
6.998558,59.744481
12.10291,60.873501
11.384695,61.755991
12.142955,60.858034
9.129196,62.597546
11.386642,59.145225
10.566986,63.415593
9.15001,62.815616
11.086419,63.245656
8.022826,62.556836
10.80932,63.292426
10.978974,63.097951
12.089953,60.89375
11.49928,64.021022
10.930314,62.997879
12.418142,64.038535
12.121346,60.922078
9.202187,62.594377
11.142845,63.167276
11.233637,61.091687
12.085408,60.898691
15.945187,68.136815
7.211428,62.099269
16.107282,67.823996
11.797804,60.7926
11.033769,63.081067
10.124393,61.902142
12.094366,60.883962
9.185029,62.831735
13.627141,65.459131
11.914549,62.436817
11.558995,61.174403
11.145662,61.441923
12.09034,60.893758
10.998939,62.186801
12.090937,60.893681
11.499281,64.021026
8.736006,62.728212
11.01759,62.184885
11.816538,64.202622
11.875571,60.871562
12.079343,62.027626
12.092943,60.819761
12.106737,64.381115
10.003613,62.1589
11.765308,60.852608
11.986474,60.786359
12.0422,60.862817
11.966568,60.761632
12.043377,60.901664
12.629648,61.1158
16.423172,68.389711
9.836716,62.001002
12.09019,60.893377
11.956212,60.757372
10.041184,62.135122
12.090182,60.893467
12.693405,61.101333
11.950328,64.565793
7.176572,62.159979
12.01719,60.848391
12.016802,60.879396
11.928942,60.757185
12.540648,65.044897
24.956344,69.167855
11.408717,61.312742
11.91325,61.15089
12.008568,61.940929
12.206715,60.827463
11.875578,60.771185
11.58359,61.247699
18.365458,68.872513
12.066907,60.94286
11.958559,60.767941
11.277498,62.329258
12.089812,60.89327
13.808408,66.301692
11.365951,62.551405
7.993374,60.547725
12.278761,60.745849
7.087282,62.307326
12.08796,60.894371
15.636781,67.258238
-142.753,63.087
10.015048,62.883864
21.725549,69.220146
21.747254,69.24149
13.898081,66.186887
21.906024,69.187159
25.322374,69.023058
9.131083,62.075527
20.106397,69.112668
12.186251,64.990468
15.550696,66.737658
-120.27092,39.376228
19.094779,68.853908
21.977495,69.188541
21.866174,69.177894
13.730661,65.506887
7.598573,61.534751
12.103075,60.873504
13.864014,66.197605
11.220942,61.091792
21.931794,69.221063
-120.27644,39.373475
12.169531,64.720026
13.732344,66.322472
21.968875,69.209227
7.364296,62.447552
15.259395,66.925108
20.778402,69.10967
21.866304,69.181829
11.698988,64.207351
10.107628,62.841969
18.809009,68.926994
20.320489,69.079605
10.830524,61.594415
10.219092,62.830776
13.109378,64.643478
21.914193,69.1894
10.971025,62.279968
21.887761,69.181708
14.647384,66.14665
11.727078,63.064662
9.898131,62.978595
12.272577,65.000197
11.860268,62.425723
12.390607,64.886668
7.448384,62.441899
13.917318,64.464767
21.909772,69.188099
11.114196,61.081236
23.316042,69.551261
9.006203,61.654051
12.408635,64.624745
25.301766,68.937827
21.945353,69.212264
15.620411,68.084906
7.606133,62.370009
21.749486,69.242863
18.783191,68.953152
11.734294,63.049772
15.370449,66.869422
21.000681,69.220827
21.932828,69.219849
24.858813,69.685826
15.265521,66.937639
24.93806,69.788672
12.328493,64.9588
15.493633,66.71247
11.988805,62.413179
9.96762,62.888166
12.069102,60.874008
9.058589,61.700521
21.989264,69.189649
12.516057,64.192968
8.763865,62.093632
25.190346,69.721211
11.218489,63.30804
15.701545,66.809272
21.866135,69.182097
21.739378,69.219713
24.963288,69.670279
7.598776,62.603135
15.163571,66.401616
22.008129,69.179509
18.856256,68.975079
11.911392,60.847016
9.11947,61.691825
24.962658,69.670106
21.749176,69.243497
15.743971,67.334557
20.342264,69.070325
9.968223,62.856073
11.601015,60.70129
9.045701,61.673965
10.099923,62.847341
21.941936,69.218317
21.859587,69.186561
15.631087,67.257677
11.878182,60.847857
24.205632,69.811598
21.923307,69.21787
21.924366,69.221182
11.889317,60.825769
24.954105,69.670115
11.862197,60.854871
11.700483,64.276643
7.546098,62.569215
-166.073,66.256
12.067679,60.787889
15.999152,68.005048
18.821979,68.880377
15.789055,67.168275
10.147334,62.708673
15.789033,67.168311
8.126532,62.309029
14.605679,66.364054
12.098684,60.883103
-120.236527,39.428104
11.157114,63.135601
12.090581,60.886459
11.059376,61.197036
7.868529,61.012124
14.223618,66.056698
20.760367,69.170312
11.10356,63.007042
10.050332,62.72166
11.358034,60.898156
20.103593,69.098532
-120.398254,39.529671
10.570127,61.687303
11.761991,60.856142
10.948791,63.462447
15.788917,67.168294
12.144111,63.503413
18.729676,69.060386
9.975109,62.00687
11.870315,61.083199
12.21743,60.711155
9.729085,62.606701
18.896838,68.828216
10.456836,61.770554
10.858497,62.031911
11.212534,61.108947
18.96087,68.735992
11.879192,60.847092
10.896475,61.668367
12.054847,60.921681
12.129024,60.646985
9.734285,62.262675
8.175397,61.671207
10.503552,61.403832
12.154723,60.66854
11.449419,62.83334
12.055727,60.918951
11.883933,63.63012
9.856886,61.805084
11.157489,63.13586
12.670706,61.075869
10.681244,61.761618
8.133847,62.314719
9.113743,62.132093
11.263722,63.299339
11.285215,64.320471
12.304265,64.94743
13.321652,65.719128
18.179034,69.044774
7.414166,62.439634
10.68537,61.758246
11.959025,61.12329
8.126515,62.309019
12.048217,60.919928
12.037579,64.244722
18.784408,68.91105
10.911941,61.673828
12.059627,60.921885
17.135686,68.122204
26.194379,70.607385
10.525495,61.669352
8.704373,62.821352
12.060215,60.919714
18.96132,69.037395
7.450823,62.442032
29.63527,69.971719
18.808562,68.94479
12.17138,65.041588
15.863785,68.087932
10.420818,61.683762
12.053497,60.901132
10.147084,62.708287
12.05628,60.918559
20.284634,69.074565
10.145777,62.717702
10.129658,62.700807
13.308613,65.103489
10.14645,62.708688
11.076966,61.189439
8.228496,60.163193
10.865695,62.416421
14.251389,66.399412
10.146862,62.70845
18.965259,69.033504
15.788687,67.16834
15.789032,67.168275
10.146792,62.708277
12.028373,60.83201
15.788963,67.168294
10.045374,62.858471
24.900791,70.175555
12.038855,61.348752
20.135137,69.119822
18.975889,69.036096
9.13749,62.953083
10.977424,61.46587
20.429038,69.586414
8.927692,62.074673
9.378113,62.557228
10.143228,62.712639
25.644089,69.373279
15.789032,67.168293
17.055957,68.303935
10.146637,62.708505
9.257558,62.506395
18.962376,69.033238
10.283307,62.686859
7.54927,62.636006
18.410238,68.613999
7.548195,62.562671
11.092971,61.171085
8.233463,60.056002
15.263435,66.984912
10.131258,62.701726
15.789009,67.168285
15.213697,66.930559
9.354121,62.514151
15.788986,67.168276
14.972543,66.500282
11.380035,62.564324
25.241163,69.035892
7.603737,62.642533
15.789031,67.168266
10.613755,61.682849
10.14846,62.708856
8.521285,62.736875
10.430938,62.613341
10.087333,63.58974
12.055525,60.918731
12.100266,64.382379
9.255978,63.02134
10.032412,62.706827
12.059106,60.737865
18.565465,68.53748
10.250673,63.351397
11.850135,61.861035
12.147656,60.740557
14.039457,66.461001
10.92204,63.024975
9.332922,62.704531
9.918011,61.84354
11.15175,60.824697
11.139679,61.161589
13.204565,65.147703
11.018118,61.319105
10.221036,62.72119
10.146388,62.708829
11.159819,64.491846
10.219394,62.845482
15.730991,68.078348
10.165137,62.748288
15.966833,68.026139
12.09813,64.661734
12.0556,60.919119
11.571575,61.798961
10.147244,62.708625
7.356247,62.49268
15.78894,67.168285
7.324807,62.43588
10.164297,62.717332
10.029742,62.731404
12.117065,64.658881
12.099097,64.665229
10.487321,62.388755
15.789009,67.168294
22.137299,69.72216
10.672591,61.691312
12.352713,61.512674
10.146364,62.708262
29.446633,69.838004
8.243172,60.076036
10.147475,62.708534
20.779234,69.175917
12.301135,64.698068
15.798698,68.087151
10.360509,61.725955
12.043507,61.885355
10.649339,62.280902
15.788986,67.168285
12.25233,64.750365
11.257245,61.099193
11.617032,62.147168
12.083654,60.86843
11.757256,63.049473
9.615803,62.193201
10.73611,61.480388
11.17657,61.102064
11.276951,62.371682
10.147134,62.708343
14.122409,66.914111
10.147653,62.708639
10.146294,62.709042
22.986579,68.76825
23.277537,69.119433
11.689576,63.201263
10.302874,62.939999
9.391419,60.779029
18.961767,69.036616
11.021151,61.184243
12.102697,60.873406
9.095606,62.692764
18.967592,69.03792
9.616495,62.193318
15.421766,66.812259
11.263885,63.299438
10.390328,62.595146
12.084668,64.66472
7.602203,61.706607
-120.203684,39.519046
10.059753,62.83622
24.462316,69.449276
15.079124,66.943609
11.144247,63.130135
10.14672,62.708598
12.105947,60.873952
12.050375,60.920541
10.629061,62.617419
11.929716,61.865011
10.570773,62.632047
19.875974,69.147478
10.147945,62.708173
10.147161,62.708775
11.460172,63.609231
12.356687,61.409842
11.708789,62.659378
7.157845,60.258445
12.128917,61.260291
10.146458,62.7084
10.772906,62.2717
10.14658,62.708971
7.126568,62.255986
12.095179,61.785691
10.144672,62.707709
7.84962,61.671742
8.692068,61.908544
18.206578,69.043252
22.201349,69.716748
22.125355,69.80084
11.296641,62.395266
10.645207,61.70197
11.351014,63.316629
26.108941,70.210449
22.381882,69.196293
22.519633,68.796989
17.508713,68.213525
15.424624,66.807163
26.10738,70.718699
10.866605,63.177463
12.086568,61.346037
13.97721,66.881751
11.626274,63.046677
11.400886,63.225906
11.306985,61.977165
11.315915,63.32465
10.113331,62.824493
10.128278,62.804676
7.578336,60.735529
9.614888,62.193256
12.010972,62.471372
18.443065,68.630235
10.51085,62.574262
22.187154,69.71969
11.057749,63.075275
12.104594,60.873824
9.706818,62.244108
12.068506,60.874084
10.148274,62.709273
12.055986,60.919146
13.710285,65.800212
22.495306,68.865073
14.614723,67.081048
10.148655,62.708863
9.639908,62.840757
10.149827,62.708049
30.309906,64.258913
10.149349,62.709643
13.252131,65.971197
9.739619,62.26474
8.242027,62.044451
10.149904,62.707575
10.148541,62.707051
14.296987,66.17822
20.836891,69.29529
10.14622,62.707349
10.146111,62.70801
10.150914,62.708941
8.151407,62.343007
10.150828,62.708273
22.143415,69.014599
10.146381,62.708874
16.246089,68.100644
9.830906,63.296696
12.097122,60.883663
11.891015,60.857167
17.04237,58.77692
16.401859,59.406002
-112.891272,47.442467
10.978228,63.039403
10.95651,63.057515
8.827368,61.797451
10.95701,63.057341
11.525732,64.149872
12.862787,64.723607
11.10004,63.085381
12.752412,64.479047
15.424772,66.953942
17.857678,68.166524
17.319323,68.40798
12.695883,61.367201
