"V1","V2"
-106.055899,39.376488
-88.816574,48.343213
-123.938428,45.882297
-122.7031,43.204737
-65.573707,44.726899
-57.958997,49.677525
-57.924689,49.624059
-138.397482,61.024463
-87.106365,48.77883
-64.556594,46.121478
-124.622209,47.898019
-114.37068,48.279994
-68.480939,44.455681
-65.610746,47.63758
-147.588,64.938
-90.752724,48.070466
-71.208192,44.154654
-91.950014,47.911627
-91.184743,47.377392
-147.727,64.9
-91.950016,47.911586
-64.581097,46.051992
-84.259335,46.592271
-64.572304,46.049534
-80.962787,46.510898
-64.928598,46.118339
-84.304319,46.545491
-85.177204,46.317986
-66.037509,47.58026
-91.202882,47.388117
-146.2919,65.3539
-80.847557,46.398836
-91.186739,47.339739
-71.550413,44.279851
-80.936114,44.328666
-83.970879,46.278961
-65.592977,43.466167
-84.956911,46.770439
-84.342348,46.541126
-79.028963,44.674102
-91.194581,47.398662
-104.907121,50.768483
-97.526035,50.731123
-79.050794,44.547665
-71.74068,44.770533
-149.226549,63.712436
-60.952175,46.645685
-73.972244,44.253177
-79.696909,47.740443
-68.060312,44.337884
-64.952954,45.592645
-84.957619,46.771203
-114.033379,49.041328
-149.124813,63.709893
-123.512401,47.972046
-149.291819,63.738065
-64.984809,45.565636
-114.14134,48.621733
-74.137952,44.38612
-73.98569,45.99775
-138.411658,61.027466
-113.677393,48.798341
-64.957578,45.593289
-114.126095,48.626924
-64.993497,45.592071
-64.996104,45.562982
-120.161843,39.110512
-64.957609,45.593358
-76.021772,45.440569
-119.24758,49.920836
-124.056658,46.426934
-71.88738,44.459509
-88.475229,48.15107
-73.966486,44.182604
-68.062438,44.337568
-69.077289,45.977103
-78.338206,45.607103
-78.505999,45.571342
-78.247553,44.339578
-149.608898,61.236384
-88.472085,48.153919
-88.453374,48.162708
-75.82095,45.299796
-91.203728,47.388152
-88.001082,46.963642
-145.781394,63.882021
-115.155923,51.055369
-64.85664,43.83852
-91.206918,47.384254
-91.48956,48.676955
-104.668826,50.473165
-75.833452,45.303051
-123.530746,47.988618
-150.740729,60.471386
-150.711965,60.472107
-150.741942,60.470871
-65.408092,47.450946
-150.741593,60.469981
-114.135025,51.075675
-114.134894,51.075745
-84.379302,45.959968
-114.13468,51.075614
-113.93698,51.120014
-114.134194,51.07595
-114.128433,51.078308
-114.134689,51.075506
-114.13575,51.075267
-72.635954,44.426094
-113.937886,51.118942
-113.937229,51.116506
-114.135994,51.075389
-114.127561,51.080281
-114.134811,51.075686
-84.47359,46.627331
-114.134497,51.076247
-83.602225,46.286809
-114.134347,51.076003
-152.4257,57.8351
-98.398009,55.235315
-72.514804,44.326705
-72.471794,44.327327
-72.512665,44.329703
-75.886978,45.365771
-64.952939,45.592771
-84.297388,46.535115
-84.300156,46.536724
-64.951603,45.592519
-113.372801,53.580599
-84.307065,46.535979
-105.520763,37.970958
-75.812976,45.294025
-75.883136,45.364681
-72.461479,44.340832
-60.245819,46.215911
-64.953327,45.592791
-151.736738,68.143561
-111.732319,40.66204
-64.985477,45.565168
-84.475104,46.612284
-65.59811,45.697596
-124.05854,46.282984
-71.550156,44.279851
-110.704132,44.725455
-151.736351,68.14224
-151.736511,68.142208
-72.868909,43.267491
-81.661675,45.262844
-151.70681,68.143355
-74.258354,44.44972
-81.661396,45.262798
-113.999757,50.911846
-64.761787,46.06238
-72.711947,43.399521
-64.998029,45.598551
-87.375314,52.951851
-72.815173,44.527904
-75.869412,45.306231
-72.816551,44.527518
-72.461366,44.34088
-110.487808,44.729602
-121.765759,44.414397
-69.51471,44.149261
-79.150025,45.077672
-60.887486,46.47258
-86.98494,48.669199
-149.544422,61.243459
-68.057529,44.336654
-60.356655,46.131893
-72.88197,44.953755
-68.249857,44.155002
-57.760778,49.936917
-112.234097,60.024126
-69.077489,45.977365
-149.581261,63.670405
-76.25099,44.769783
-65.336776,43.764729
-113.65777,48.794474
-64.919093,44.414593
-113.661532,48.79559
-62.706385,46.443591
-64.844137,47.64955
-68.061326,44.339363
-148.0727,65.2753
-90.466874,47.830378
-84.472286,46.625618
-68.057637,44.336573
-64.950667,45.596027
-91.196396,47.382487
-64.955574,45.591559
-75.879081,45.362999
-72.746538,42.83123
-57.844434,49.782777
-52.756798,47.51694
-70.631816,43.389963
-113.549087,48.828544
-76.251866,44.76951
-112.612052,47.090418
-63.113128,44.971915
-68.060141,44.340185
-116.080513,60.646641
-64.24058,48.805717
-64.984317,45.606064
-122.464256,42.899308
-105.644096,40.309778
-84.306138,46.535051
-64.950723,45.599768
-105.638265,40.43076
-68.728811,44.865104
-91.134049,48.672492
-78.668165,45.573682
-120.267285,39.367747
-113.951697,50.840826
-72.573667,44.285028
-162.19629,67.11127
-69.179524,44.684753
-84.307165,46.536454
-78.379124,45.837159
-96.3672,56.24401
-69.97407,46.09795
-87.000542,48.663477
-104.62244,55.77319
-138.21829,65.30828
-136.995728,61.078712
-97.66267,55.91325
-103.83639,57.11696
-116.911494,51.298545
-94.76254,56.48881
-96.36692,56.24231
-94.76228,56.48869
-97.66169,55.91297
-103.58979,56.28567
-94.76254,56.4881
-103.77866,58.13342
-72.816353,44.533961
-135.303146,63.909115
-140.15158,61.854435
-94.75813,56.48829
-94.76456,56.48816
-106.477776,37.309424
-78.505039,45.573781
-75.581946,45.412422
-75.879983,45.362851
-75.879747,45.362715
-75.586646,45.413648
11.490841,47.173962
11.409492,47.039257
11.301155,47.194843
-161.72885,59.4035
-91.211715,47.321429
-145.662967,63.28863
-110.573219,44.417674
-149.853902,60.490063
-79.802745,46.733113
-70.918626,44.960319
-80.570803,51.655758
-111.593043,41.226029
-72.53588,42.570007
-71.70312,45.006071
25.769053,66.467049
-75.856819,45.344028
-78.022676,44.952256
-78.022703,44.951937
-72.208709,43.807831
11.489139,47.488907
-81.656333,45.203528
11.162803,47.258724
-141.513863,62.86924
-90.725538,52.330968
-61.374435,46.20027
-147.75619,64.902912
-72.210495,43.808123
-151.074438,60.462913
11.489983,47.334633
-105.808288,40.667269
12.312584,59.733387
-75.860596,45.346458
-76.364595,44.561593
-120.21021,39.25116
-112.901367,53.23626
-147.9526,64.7957
-71.657651,48.551919
-76.142635,45.254088
-60.567831,46.167832
-110.710516,44.719051
-64.937267,46.825243
-147.756419,64.902912
-74.095106,44.421934
-151.07518,60.462561
-148.005543,64.80338
-60.395665,46.651642
-62.704639,46.442589
11.565685,47.333355
-64.789124,45.451702
-83.716228,46.296643
-149.294844,63.738974
-150.203018,60.457895
-105.592818,39.642861
-78.859965,46.290548
-76.039681,45.218564
-53.972569,48.580923
-88.941828,47.939761
-147.819636,64.854291
-105.630988,40.335182
-70.482019,46.577895
-148.892308,63.730452
-121.780507,47.437268
-80.95783,53.10502
-145.179470570088,61.821443351767
-149.128349,63.710257
-75.794049,45.371271
-147.928103,64.885549
-57.873361,49.518222
-79.200053,45.386305
-149.259825,63.716809
-53.011857,46.76259
-99.607056,50.673
-136.3758,62.1599329992217
-88.8675,48.00889
-150.5,63.32972
-138,61
-138,61
-138,61
-135.33333,60.25
-139.5,60.75
-138.2,60.95
-61.164851,45.857738
-65.090012,44.451082
-61.1985,45.9668
-121.355435,61.861624
-112.189073,60.043058
-126.585017,65.349552
-116.903713,61.535105
-114.394955,62.460453
-85.58269,49.249515
-111.9,60.016667
-133.62782,68.32702
-127.333333,65.3
